Incident ID,Date,Governorate,District,Area,Target,Main category,Sub-category,Time,Air Raids
5751,11/1/16,Taiz,Dhubab,Al-Omary,Unknown,Unknown,Unknown,21,2
5752,11/1/16,Taiz,Dhubab,Hawzan Mountain,Unknown,Unknown,Unknown,24,2
5753,12/1/16,Capital,Al-Sab'ein,Hadda,Kamran Company Storage,Economic_infrastructure,Private business,6,1
5754,12/1/16,Sanaa,Bilad Al-Rus,Jarif,Hammam Jarif,Infrastructure,Parks/Resorts,9,4
5755,12/1/16,Sanaa,Nihm,-,Sana'a/Marib Road,Infrastructure,Transport,17,2
5756,12/1/16,Sanaa,Bani Hushaysh,Al-Aseedah Hill,Pro-Houthi forces,Unknown,Unknown,17,unkn
5757,12/1/16,Sanaa,Nihm,Bait Dahrah ,63rd Mechanized Infantry Brigade,Unknown,Unknown,18,2
5758,12/1/16,Sanaa,Bani Hushaysh,Zajan,Unknown,Unknown,Unknown,unkn,2
5759,12/1/16,Sanaa,Sanhan,Jarban,Unknown,Unknown,Unknown,19,1
5760,12/1/16,Dhamar,Dhawran Ans,Qa'a Al-Haql,Pro-Houthi Training Camp,Military_Security_Target,Military Site,20,5
5761,12/1/16,Dhamar,Dhawran Ans,-,Hamam Al-Qama'ah,Infrastructure,Parks/Resorts,unkn,2
5762,12/1/16,Hudaydah,Al-Munirah,-,Governmental Compound,Infrastructure,Gov. Compounds,19,4
5763,12/1/16,Jawf,Al-Ghayl,-,Unknown,Unknown,Unknown,18,unkn
5764,12/1/16,Lahj,Al-Qubaytah,Al-Shurayjah,Unknown,Unknown,Unknown,14,unkn
5765,12/1/16,Lahj,Al-Qubaytah,Al-Shurayjah,Weapons stores,Military_Security_Target,Weapon storage,20,2
5766,12/1/16,Lahj,Al-Qubaytah,Karish,Najd area,Unknown,Unknown,21,2
5767,12/1/16,Marib,Sirwah,Haylan,Pro-Houthi forces,Military_Security_Target,Forces,15,unkn
5768,12/1/16,Saada,Majz,Bani Swaid,Telecommunication network,Infrastructure,Communication,unkn,3
5769,12/1/16,Saada,Razih,Al-Shawariq,Houses,Civilian,Residential Area,8,2
5770,12/1/16,Saada,Monabbih,-,Unknown,Unknown,Unknown,8,unkn
5771,12/1/16,Saada,Saqain,Al-Sha'af,Houses,Civilian,Residential Area,12,2
5772,12/1/16,Taiz,Salah,-,Republican Palace,Infrastructure,Gov. Compounds,unkn,2
5773,12/1/16,Taiz,Sabir Al-Mawadim,"Al-Shaqab, Khadah",The amin road,Civilian,Residential Area,unkn,unkn
5774,12/1/16,Taiz,Khadir,Al-Rahidah,Unknown,Unknown,Unknown,14,unkn
5775,12/1/16,Taiz,Dhubab,Al-Omary,Unknown,Unknown,Unknown,17,unkn
5776,12/1/16,Taiz,,40 street,Unknown,Civilian,Residential Area,17,4
5777,13/01/2016,Sanaa,Nihm,Nafie Mountain,Telecommunication network,Infrastructure,Communication,13,4
5778,13/01/2016,Sanaa,Bani Matar,Ayban mountain,Unknown,Unknown,Unknown,18,2
5779,13/01/2016,Sanaa,Bani Matar,Attan,Unknown,Unknown,Unknown,18,unkn
5780,13/01/2016,Sanaa,Attyal,Al-Arqoub,Unknown,Unknown,Unknown,19,2
5781,13/01/2016,Sanaa,Hamdan,Al-Karamah Neighbourhood,House (Reportedly belongging to a Houthi figure),Civilian,Residential Area,21,1
5782,13/01/2016,Amran,Huth,Hawah,Pro-Houthi sites,Military_Security_Target,Forces,22,unkn
5783,13/01/2016,Amran,Al-Ashah,Al-Lisan,Pro-Houthi sites,Military_Security_Target,Forces,22,1
5784,13/01/2016,Dhamar,Dhawran Ans,-,Hammam Qama'ah,Infrastructure,Parks/Resorts,13,1
5785,13/01/2016,Jawf,Khab Wa Al-Sha'af,Al-Yatamah,Pro-Houthi Military Vehicles,Military_Security_Target,Moving Target (weapons/fighters),18,unkn
5786,13/01/2016,Lahj,Al-Qubaytah,Al-Shurayjah,Weapons stores,Military_Security_Target,Weapon storage,24,unkn
5787,13/01/2016,Marib,Sirwah,Haylan,Pro-Houthi forces,Military_Security_Target,Forces,10,unkn
5788,13/01/2016,Marib,Sirwah,Al-Multaqa,Water wells,Economic_infrastructure,Water & Electricity,17,5
5789,13/01/2016,Marib,Majzar,Al-Jawf junction,Popular market,Civilian,Market place,20,3
5790,13/01/2016,Marib,Majzar,Al-Safra'a,Telecommunications Network,Infrastructure,Communication,unkn,unkn
5791,13/01/2016,Saada,Majz,Al-Mi'aar,Houses,Civilian,Residential Area,17,2
5792,13/01/2016,Saada,Sihar,"Al-Makhrooq Mountain, Takhyah",Unknown,Unknown,Unknown,22,unkn
5793,13/01/2016,Taiz,,Hawban,Softil hotel,Economic_infrastructure,Private business,unkn,unkn
5794,13/01/2016,Taiz,,Hawban,Al-Yemen hospital,Economic_infrastructure,Private business,unkn,unkn
5795,13/01/2016,Taiz,Salah,Al-Salal Neighborhood,Residential Area,Civilian,Residential Area,unkn,1
5796,13/01/2016,Taiz,Jabal Habashy,Al-Dhabab,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn
5797,13/01/2016,Taiz,Al-Misrakh,Al-Rahedah,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn
5798,13/01/2016,Taiz,Al-Mudhaffar,"Al-Miqhaiyah, Al-Hamra'a Hill",Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn
5799,13/01/2016,Taiz,Al-Mudhaffar,-,Al-Mathal Farms,Economic_infrastructure,Farms,unkn,unkn
5800,13/01/2016,Taiz,Al-Mudhaffar,Near the Central Jaill,Metal Factory,Economic_infrastructure,Private factory,unkn,unkn
5801,13/01/2016,Taiz,Hayfan,-,Governmental Compound,Infrastructure,Gov. Compounds,10,2
5802,13/01/2016,Taiz,Hayfan,-,The technical Institute,Educational_facility,Institute,unkn,unkn
5803,13/01/2016,Taiz,Salah,-,Unknown,Civilian,Residential Area,unkn,unkn
5804,13/01/2016,Taiz,Salah,-,Republican Palace,Infrastructure,Gov. Compounds,unkn,unkn
5805,13/01/2016,Taiz,Salah,Al-Juhmaliyah,Military supplies camp,Military_Security_Target,Weapon storage,17,unkn
5806,13/01/2016,Taiz,Salah,Al-Kamb,Pro-Houthi forces,Military_Security_Target,Forces,17,unkn
5807,13/01/2016,Taiz,Salah,-,SSF camp,Military_Security_Target,Military Site,17,unkn
5808,13/01/2016,Taiz,Jabal Habashy,Al-Dhabab,Pro-Houthi forces,Military_Security_Target,Forces,17,unkn
5809,13/01/2016,Taiz,Al-Mukha,The City,Pro-Houthi sites,Military_Security_Target,Forces,unkn,unkn
5810,13/01/2016,Taiz,Dhubab,"Hawzan Mountain, Al-Omary",Unknown,Unknown,Unknown,22,unkn
5811,14/01/2016,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,6,unkn
5812,14/01/2016,Capital,Al-Sab'ein,Shahran junction,Unknown,Infrastructure,Transport,6,unkn
5813,14/01/2016,Capital,Al-Sab'ein,Al-Nahdain,Presidential Palace,Military_Security_Target,Military Site,6,unkn
5814,14/01/2016,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,10,2
5815,14/01/2016,Capital,Al-Sab'ein,Al-Nahdain,Presidential Palace,Military_Security_Target,Military Site,10,unkn
5816,14/01/2016,Capital,Bani Al-Harith,Al-Omayri,Houses,Civilian,Residential Area,11,1
5817,14/01/2016,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,23,unkn
5818,14/01/2016,Sanaa,Bani Matar,Faj Attan,Unknown,Unknown,Unknown,6,2
5819,14/01/2016,Sanaa,Nihm,Nafie Mountain,telecommunication tower,Infrastructure,Communication,7,4
5820,14/01/2016,Sanaa,Sanhan,Al-Jarda'a,House (Reportedly belonging to a relative of former  Pressident Ali Abdulla Saleh,Political_Tribal,Figure,10,1
5821,14/01/2016,Sanaa,Bani Matar,Al-Sobahah,Unknown,Unknown,Unknown,23,unkn
5822,14/01/2016,Sanaa,Bani Matar,Dhafar mountain,Unknown,Unknown,Unknown,unkn,1
5823,14/01/2016,Amran,Huth,-,House ( belongs to Muhsin Al-Qamli ),Civilian,Residential Area,unkn,7
5824,14/01/2016,Amran,Huth,-,Two houses (belongs to Ali Al-Biroshi & his brother Mohammed Al-Biroshi ),Civilian,Residential Area,unkn,unkn
5825,14/01/2016,Ibb,Al-Sabrah,Maytam,30th Armoured Brigade (Al-Hamzah Military Camp),Military_Security_Target,Military Site,unkn,5
5826,14/01/2016,Lahj,Al-Qubaytah,Al-Shurayjah,Weapons stores,Military_Security_Target,Weapon storage,unkn,unkn
5827,14/01/2016,Marib,Sirwah,-,Sirwah temple,Cultural_heritage,Historical buildings/Towns,unkn,2
5828,14/01/2016,Marib,Sirwah,Haylan,Unknown,Unknown,Unknown,11,20
5829,14/01/2016,Saada,Sa'ada,Kahlan,Kahlan Military Camp,Military_Security_Target,Military Site,5,unkn
5830,14/01/2016,Saada,Sihar,Al-Alsaifi,House,Civilian,Residential Area,5,1
5831,14/01/2016,Saada,Kitaf Wa Al-Boqe'e,Al-Abu Jabarah Valley,Houses,Civilian,Residential Area,11,2
5832,14/01/2016,Saada,Shada'a,-,Unknown,Unknown,Unknown,15,2
5833,14/01/2016,Taiz,Dhubab,Al-Omary,Unknown,Unknown,Unknown,unkn,4
5834,14/01/2016,Taiz,Al-Mudhaffar,near the Old Airport,Ba Zara'ah Neighborhood,Civilian,Residential Area,12,unkn
5835,14/01/2016,Taiz,Al-Mudhaffar,Al-Hasab,Unknown,Unknown,Unknown,16,1
5836,14/01/2016,Taiz,Al-Mudhaffar,"Al-Zanqal, Al-Moror",Unknown,Civilian,Residential Area,17,2
5837,15/01/2016,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,7,unkn
5838,15/01/2016,Sanaa,Nihm,Al-Fardah,telecommunication tower,Infrastructure,Communication,unkn,2
5839,15/01/2016,Sanaa,Khawlan,Al-Arqoub,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn
5840,15/01/2016,Sanaa,Bilad Al-Rus,Qahazah,Pro-Houthi checkpoint,Military_Security_Target,Checkpoints,unkn,1
5841,15/01/2016,Sanaa,Bani Hushaysh,Zajjan ,Unknown,Unknown,Unknown,15,1
5842,15/01/2016,Sanaa,Nihm,Al-Fardah,Telecommunication network,Infrastructure,Communication,17,2
5843,15/01/2016,Sanaa,Bani Matar,Attan Mountain,Missiles Brigade Camp,Military_Security_Target,Military Site,18,1
5844,15/01/2016,Sanaa,Bani Matar,Ayban mountain,Unknown,Unknown,Unknown,21,2
5845,15/01/2016,Dhamar,Dhamar City,The City,Food storage,Economic_infrastructure,Private business,11,1
5846,15/01/2016,Hajja,Abs,Al-Jar ,Farm belongs to yahya Al-Kuhlani,Economic_infrastructure,Farms,unkn,1
5847,15/01/2016,Hajja,Abs,Al-Jar ,Farms,Economic_infrastructure,Farms,5,2
5848,15/01/2016,Hudaydah,Al-Munirah,-,Governmental Compound,Infrastructure,Gov. Compounds,unkn,2
5849,15/01/2016,Hudaydah,Al-Hali,Green Belt,Project to combat desertification building,Infrastructure,Gov. Compounds,unkn,3
5850,15/01/2016,Ibb,Al-Sabrah,Maytam,30th Armoured Brigade (Al-Hamzah Military Camp),Military_Security_Target,Military Site,unkn,4+
5851,15/01/2016,Ibb,Al-Sabrah,Qa'a Al-Jamie,Unknown,Unknown,Unknown,15,5
5852,15/01/2016,Jawf,Al-Ghayl,-,Houses,Civilian,Residential Area,unkn,8
5853,15/01/2016,Jawf,Al-Ghayl,"Al-Saqiah, Al-Salmat",Unknown,Unknown,Unknown,16,unkn
5854,15/01/2016,Marib,Sirwah,"Haylan, Al-Mashjah",Unknown,Unknown,Unknown,unkn,6
5855,15/01/2016,Saada,Saqain,Al-Khamees Market,Al-Hayah medical centre,Medical_Facility,Medical Centres,9,5
5856,15/01/2016,Saada,Saqain,Al-Khamees Market,Unknown,Civilian,Market place,9,5
5857,15/01/2016,Taiz,Salah,Al-Mokalkal,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn
5858,15/01/2016,Taiz,Dhubab,"Al-Jadeed, Al-Kadhah",Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn
5859,15/01/2016,Taiz,Dhubab,Hawzan Mountain,Unknown,Unknown,Unknown,22,1
5860,15/01/2016,Taiz,Maqbanah,Al-Barah,Transportation Buildings,Infrastructure,Gov. Compounds,24,unkn
5861,15/01/2016,Taiz,Maqbanah,Al-Barah,Post Office,Infrastructure,Gov. Compounds,24,10
5862,16/01/2016,Capital,Al-Thawrah,Television Neighbourhood,Unknown,Unknown,Unknown,21,1
5863,16/01/2016,Capital,Bani Al-Harith,Al-Rawdah ,Al-Hawtah Cemetry,Cultural_heritage,Other,21,unkn
5864,16/01/2016,Capital,Bani Al-Harith,Al-Rawdah ,Al-Yarmouk club,Infrastructure,Sport Facility,unkn,unkn
5865,16/01/2016,Sanaa,Bilad Al-Rus,Naqil Al-Abs,Pro-Houthi forces,Military_Security_Target,Forces,unkn,4
5866,16/01/2016,Sanaa,Arhab,Al-Sama'a,Al-Sama'a Military Camp,Military_Security_Target,Military Site,15,4
5867,16/01/2016,Sanaa,,-,Unknown,Unknown,Unknown,unkn,unkn
5868,16/01/2016,Sanaa,Sanhan,Dhabr Khayrah,Al-Maytami Medicins Factory,Medical_Facility,Other,14,1
5869,16/01/2016,Sanaa,Bani Hushaysh,Sarif,National Security Building,Infrastructure,Gov. Compounds,21,unkn
5870,16/01/2016,Amran,Huth,Khaywan,Hawah area,Unknown,Unknown,17,unkn
5871,16/01/2016,Bayda,Al-Qurayshiyah,-,technical institute,Educational_facility,Institute,10,3
5872,16/01/2016,Bayda,Al-Qurayshiyah,-,Farms,Economic_infrastructure,Farms,10,3
5873,16/01/2016,Dhamar,Dhawran Ans,Qa'a Al-Haql,Unknown,Unknown,Unknown,unkn,2
5874,16/01/2016,Hudaydah,Al-Durayhimi,-,Unknown,Unknown,Unknown,16,1
5875,16/01/2016,Ibb,Al-Sabrah,Maytam,30th Armoured Brigade (Al-Hamzah Military Camp),Military_Security_Target,Military Site,23,3
5876,16/01/2016,Jawf,Al-Ghayl,Shawaq Checkpoint,Pro-Houthi forces,Military_Security_Target,Forces,unkn,1
5877,16/01/2016,Jawf,Al-Ghayl,-,Unknown,Unknown,Unknown,24,1
5878,16/01/2016,Marib,Sirwah,Haylan Mountain,Unknown,Unknown,Unknown,19,2
5879,16/01/2016,Marib,Majzar,"Al-Safra'a, Al-Jawf junctiom",Unknown,Unknown,Unknown,19,unkn
5880,16/01/2016,Saada,Majz,Dhahyan,House,Civilian,Residential Area,unkn,unkn
5881,16/01/2016,Saada,Majz,Dhahyan,Pro-Houthi forces,Military_Security_Target,Forces,12,unkn
5882,16/01/2016,Saada,Haydan,Marran,Houses,Civilian,Residential Area,17,2
5883,16/01/2016,Shabwa,Ain,-,Pro-Houthi forces,Military_Security_Target,Forces,19,unkn
5884,16/01/2016,Shabwa,Bayhan,"Al-Saq, Mablaqah",Pro-Houthi forces,Military_Security_Target,Forces,19,unkn
5885,16/01/2016,Taiz,Al-Misrakh,Bani Mansour,Anti-Houthi Groups,Military_Security_Target,Forces,unkn,unkn
5886,16/01/2016,Taiz,Al-Misrakh,Al-Qaba'a village,Unknown,Unknown,Unknown,16,unkn
5887,16/01/2016,Taiz,,Wadi Ashr,Unknown,Unknown,Unknown,17,unkn
5888,16/01/2016,Taiz,Maqbanah,Al-Barah,Post and Telecommunications building,Infrastructure,Communication,unkn,7
5889,16/01/2016,Taiz,Al-Taiziyah,-,Unknown,Unknown,Unknown,23,9
5890,17/01/2016,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,1,1
5891,17/01/2016,Capital,Al-Thawrah,Television hill,Al-Ramah Industiral complex storage unit,Economic_infrastructure,Private business,2,1
5892,17/01/2016,Capital,Bani Al-Harith,Jedir ,Marbel factory,Economic_infrastructure,Private factory,2,1
5893,17/01/2016,Capital,Bani Al-Harith,Dhahban,Fuel storages,Economic_infrastructure,Oil & Gas,6,1
5894,17/01/2016,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,9,1
5895,17/01/2016,Capital,Al-Tahrir,Al-Adl street,Security HQ,Military_Security_Target,Military Site,21,1
5896,17/01/2016,Capital,Al-Tahrir,Al-Adl street,Foot Police HQ,Military_Security_Target,Military Site,21,1
5897,17/01/2016,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,21,unkn
5898,17/01/2016,Sanaa,Bani Matar,-,Al-Rasheed Industiral compound,Economic_infrastructure,Private factory,2,unkn
5899,17/01/2016,Sanaa,Sanhan,Dahbir Khayrah,Unknown,Unknown,Unknown,2,unkn
5900,17/01/2016,Sanaa,Khawlan,Al-Watadah ,Khawlan - Marib road,Infrastructure,transport,10,1
5901,17/01/2016,Sanaa,Hamdan,Dhin mountain,Unknown,Unknown,Unknown,unkn,2
5902,17/01/2016,Sanaa,Hamdan,Dhula'a,Unknown,Unknown,Unknown,unkn,1
5903,17/01/2016,Sanaa,Hamdan,Al-Kasarah,Unknown,Unknown,Unknown,12,1
5904,17/01/2016,Sanaa,Bilad Al-Rus,Jarif,Hammam Jarif,Infrastructure,Parks/Resorts,16,2
5905,17/01/2016,Sanaa,Hamdan,Al-Kasarah,Unknown,Unknown,Unknown,16,1
5906,17/01/2016,Sanaa,Hamdan,Khalqah (Shekl Al-Jaradi House),Unknown,Political_Tribal,Figure,21,1
5907,17/01/2016,Sanaa,Nihm,Bait Dahrah,House(reportedly belonging to a Houthi leader),Political_Tribal,Figure,21,1
5908,17/01/2016,Sanaa,Nihm,Naqil Bin Ghaylan,Unknown,Unknown,Unknown,22,1
5909,17/01/2016,Bayda,Rada'a,Qaifah,Pro-Houthi forces,Military_Security_Target,Forces,24,unkn
5910,17/01/2016,Dhalie,Qatabah,Nasah Mountain,Pro-Houthi sites,Military_Security_Target,Forces,unkn,unkn
5911,17/01/2016,Dhalie,Damt,Al-Ahram,Unknown,Unknown,Unknown,unkn,unkn
5912,17/01/2016,Hajja,Harad,Al-Twal crossing-border,Unknown,Unknown,Unknown,2,unkn
5913,17/01/2016,Hajja,Midi,Coastal Line,Pro-Houthi forces,Military_Security_Target,Forces,unkn,
5914,17/01/2016,Ibb,Al-Sabrah,Qa'a Al-Jamie,Unknown,Unknown,Unknown,16,5
5915,17/01/2016,Jawf,,-,House ( belongs to a local shiekh Mohammed Ahmad Qa'asham ),Political_Tribal,Figure,unkn,unkn
5916,17/01/2016,Jawf,,-,House ( belongs to Yahya Al-Jamali ),Civilian,Residential Area,unkn,unkn
5917,17/01/2016,Jawf,Al-Ghayl,-,Two houses,Civilian,Residential Area,unkn,2
5918,17/01/2016,Jawf,Al-Ghayl,Al-Ghayl,Unknown,Unknown,Unknown,10,unkn
5919,17/01/2016,Marib,Harib Al-Garamish,Njad Marqad,Pro-Houthi forces,Military_Security_Target,Forces,20,unkn
5920,17/01/2016,Taiz,Al-Mudhaffar,Al-Dameenah checkpoint,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn
5921,17/01/2016,Taiz,Salah,Al-Harir,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn
5922,17/01/2016,Taiz,Salah,Al-Sallal hill,Unknown,Unknown,Unknown,unkn,unkn
5923,17/01/2016,Taiz,Al-Mukha,-,Al-Mukha Port,Infrastructure,transport,15,2
5924,18/01/2016,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,unkn,unkn
5925,18/01/2016,Capital,Bani Al-Harith,-,Ploitical Security Hill,Military_Security_Target,Military Site,unkn,unkn
5926,18/01/2016,Capital,Al-Sab'ein,Al-Nahdain,Presidential Palace,Military_Security_Target,Military Site,unkn,unkn
5927,18/01/2016,Capital,Al-Thawrah,Al-Nahdhah ,Former 1st Armoured Division,Military_Security_Target,Military Site,15,2
5928,18/01/2016,Capital,Bani Al-Harith,Al-Rahabah,Al-Daylami Airbase,Military_Security_Target,Military Site,24,unkn
5929,18/01/2016,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,24,unkn
5930,18/01/2016,Capital,Al-Sab'ein,Al-Nahdain,Presidential Palace,Military_Security_Target,Military Site,24,unkn
5931,18/01/2016,Sanaa,Nihm,Areeshah Mountain,pro-Houthi forces,Military_Security_Target,Forces,unkn,4
5932,18/01/2016,Sanaa,Bani Matar,Al-Sobahah,Special Forces Military Camp,Military_Security_Target,Military Site,unkn,unkn
5933,18/01/2016,Sanaa,Bani Hushaysh,Sarif,National Security Hill,Military_Security_Target,Military Site,unkn,unkn
5934,18/01/2016,Sanaa,Bani Matar,Faj Attan,Missiles Brigade Camp,Military_Security_Target,Military Site,unkn,unkn
5935,18/01/2016,Amran,Raydah,Bait Al-Qahoum,Cemetery,Cultural_heritage,Other,16,3
5936,18/01/2016,Amran,Raydah,Gholat Ajeeb,Chicken farm,Economic_infrastructure,Farms,17,2
5937,18/01/2016,Bayda,Rada'a,Qaifah,Houses,Civilian,Residential Area,13,3
5938,18/01/2016,Hajja,Harad,-,Pro-Houthi sites,Military_Security_Target,Forces,unkn,unkn
5939,18/01/2016,Ibb,Dhi As Sufal,Al-Qaeda City,Pro-Houthi Checkpoints,Military_Security_Target,Checkpoints,unkn,2
5940,18/01/2016,Jawf,Al-Ghayl,-,Unknown,Unknown,Unknown,2,4
5941,18/01/2016,Jawf,Al-Ghayl,Saylan,Pro-Houthi forces,Military_Security_Target,Forces,16,3
5942,18/01/2016,Jawf,Al-Hazm,"Sadba'a, Al-Aqabah",Unknown,Unknown,Unknown,16,3
5943,18/01/2016,Jawf,Al-Maslub,Al-Saqiyah,Unknown,Unknown,Unknown,16,2
5944,18/01/2016,Marib,Medghal Al-Jeda'an,Al-Kawlah mountain,Unknown,Unknown,Unknown,20,3
5945,18/01/2016,Marib,Sirwah,"Haylan, Al-Mashjah",Unknown,Unknown,Unknown,20,4
5946,18/01/2016,Marib,Majzar,Al-Jawf Junction,Unknown,Unknown,Unknown,20,3
5947,18/01/2016,Saada,Sa'ada,The City,Al-Salam Stadium (Ballistic missile reportedly was inside),Infrastructure,Sport Facility,unkn,2
5948,18/01/2016,Saada,Baqim,-,House,Civilian,Residential Area,16,unkn
5949,18/01/2016,Saada,Sihar,"Al-Sahn, Al-Oqab",Unknown,Unknown,Unknown,16,2
5950,18/01/2016,Saada,Saqain,"Al-Marqo', Al-Lakon",Unknown,Unknown,Unknown,17,2
5951,18/01/2016,Saada,Haydan,Marran,Unknown,Unknown,Unknown,19,2
5952,18/01/2016,Saada,Al-Dhaher,"Takhiyah, Wadi Walibah",Unknown,Civilian,Residential Area,19,3
5953,18/01/2016,Shabwa,Bayhan,Mablaqah,Pro-Houthi forces,Military_Security_Target,Forces,2,unkn
5954,18/01/2016,Shabwa,Bayhan,-,Al-Hadibi fuel station,Economic_infrastructure,Water & Electricity,2,unkn
5955,18/01/2016,Taiz,Al-Mudhaffar,Beer Basha ,House,Civilian,Residential Area,unkn,1
5956,18/01/2016,Taiz,Maqbanah,Al-Barah  ,Unknown,Unknown,Unknown,11,2
5957,18/01/2016,Taiz,Dhubab,Al-Omary,Al-Omary Military Camp,Military_Security_Target,Military Site,unkn,5+
5958,18/01/2016,Taiz,Dhubab,"Al-Wahijiyah, Al-Hunatshiyah",Unknown,Unknown,Unknown,unkn,2
5959,18/01/2016,Taiz,Al-Wazi'iyah,Al-Sanmah,Unknown,Unknown,Unknown,unkn,2
5960,18/01/2016,Taiz,Al-Mukha,Al-Sahirah,Cigarettes Truck,Civilian,Vehicle/Bus,16,1
5961,19/01/2016,Capital,Al-Thawrah,Al-Nahdhah ,Former 1st Armoured Division,Military_Security_Target,Military Site,1,3
5962,19/01/2016,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,2,unkn
5963,19/01/2016,Capital,Al-Sab'ein,Al-Nahdain,Presidential Palace,Military_Security_Target,Military Site,2,unkn
5964,19/01/2016,Capital,Al-Thawrah,Television Hill,Military Site,Military_Security_Target,Military Site,2,4
5965,19/01/2016,Capital,Al-Thawrah,-,Al-Thawrah Stadium,Infrastructure,Sport Facility,2,unkn
5966,19/01/2016,Capital,Al-Thawrah,Television Hill,Unknown,Unknown,Unknown,10,unkn
5967,19/01/2016,Capital,Al-Thawrah,Al-Nahdhah ,Al-Aqil Potato chip factory,Economic_infrastructure,Private factory,10,3
5968,19/01/2016,Capital,Bani Al-Harith,Al-Rahabah,Sana'a International Airport,Infrastructure,transport,12,1
5969,19/01/2016,Capital,Al-Tahrir,Near Hill Town Hotel,House,Civilian,Residential Area,12,1
5970,19/01/2016,Capital,Shu'oub,Sho'ob,Al-Hafah cemetery,Cultural_heritage,Other,18,1
5971,19/01/2016,Sanaa,Bani Hushaysh,Sarif ,Unknown,Unknown,Unknown,10,2
5972,19/01/2016,Sanaa,Bani Matar,Attan Mountain,Missiles Brigade Camp,Military_Security_Target,Military Site,12,1
5973,19/01/2016,Sanaa,Hamdan,Dhila'a,Al-Estiqbal Military Camp,Military_Security_Target,Military Site,21,3
5974,19/01/2016,Sanaa,Nihm,"Al-Bayraq, Naqil Nihm",Unknown,Unknown,Unknown,21,5
5975,19/01/2016,Sanaa,Bani Hushaysh,Rujam,Unknown,Unknown,Unknown,24,1
5976,19/01/2016,Bayda,Al-Qurayshiyah,The district centre, Technical Institute,Educational_facility,Institute,2,unkn
5977,19/01/2016,Bayda,Al-Qurayshiyah,The district centre,Governmental Compound,Infrastructure,Gov. Compounds,2,unkn
5978,19/01/2016,Hajja,Harad,"Al-Sharifiyah, Al-Hajawwirah, Al-Khadhra'a, Midi junction",Pro-Houthi sites,Military_Security_Target,Forces,unkn,15
5979,19/01/2016,Ibb,Yarim,-,55th Artillery Brigade,Military_Security_Target,Military Site,24,1
5980,19/01/2016,Jawf,Al-Ghayl,-,Unknown,Unknown,Unknown,unkn,unkn
5981,19/01/2016,Lahj,Al-Qubaytah,Al-Shurayjah,Unknown,Unknown,Unknown,16,1
5982,19/01/2016,Lahj,Al-Qubaytah,Al-Shurayjah,Unknown,Unknown,Unknown,17,3
5983,19/01/2016,Marib,Sirwah,"Haylan, Al-Mahjazah",Unknown,Unknown,Unknown,unkn,8
5984,19/01/2016,Marib,Majzar,Al-Jawf Junction,Security HQ,Military_Security_Target,Military Site,unkn,4
5985,19/01/2016,Marib,Majzar,Al-Jawf junction,School,Educational_facility,school,unkn,3
5986,19/01/2016,Saada,Haydan,Maran,House ( belongs to Hussain Sirmi ),Civilian,Residential Area,unkn,unkn
5987,19/01/2016,Taiz,Salah,Al-Harir,Residential Area,Civilian,Residential Area,unkn,1
5988,19/01/2016,Taiz,Al-Taiziyah,Hadhran,House (reportedly used by pro-Houthi forces),Political_Tribal,Figure,unkn,unkn
5989,19/01/2016,Taiz,Jabal Habashy,Al-Miqhayah,Control and Command HQ,Political_Tribal,HQ,unkn,unkn
5990,19/01/2016,Taiz,Khadir,Al-Rahidah,Unknown,Unknown,Unknown,19,1
5991,19/01/2016,Taiz,Al-Qaherah,Al-Qaherah mountain,Unknown,Unknown,Unknown,19,1
5992,20/01/2016,Capital,Al-Thawrah,-,Military Academy,Military_Security_Target,Military Site,4,unkn
5993,20/01/2016,Capital,Al-Thawrah,-,Military Academy,Military_Security_Target,Military Site,8,1
5994,20/01/2016,Sanaa,Bani Hushaysh,Rujam,Unknown,Unknown,Unknown,1,5
5995,20/01/2016,Sanaa,Bani Hushaysh,Rujam Valley,Unknown,Unknown,Unknown,8,2
